STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-07,,,10.74,1758.0,1757.0,0.0,,0.0,0.0,71.0,91.0,50.0,,,250.0,250.0,,,0.0,,23.9,32.0,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-08,,,10.29,1518.0,1514.0,0.05,,0.0,0.0,71.0,86.0,56.0,,,100.0,100.0,,,0.0,,23.9,28.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-09,,,10.96,1357.0,1357.0,0.0,,0.0,0.0,56.0,65.0,47.0,,,60.0,50.0,,,0.0,,25.9,30.0,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-10,,,16.33,1355.0,441.0,0.61,,0.0,0.0,48.0,50.0,46.0,,,80.0,90.0,,,0.0,,25.1,31.1,,,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-11,,,10.29,41.0,44.0,0.02,,0.0,0.0,55.0,66.0,44.0,,,30.0,30.0,,,0.0,,23.0,25.1,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-12,,,9.4,1303.0,1412.0,0.0,,0.0,0.0,59.0,67.0,50.0,,,110.0,120.0,,,0.0,,19.9,21.0,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-13,,,10.07,1302.0,1306.0,0.26,,0.0,0.0,54.0,59.0,49.0,,,110.0,100.0,,,0.0,,19.9,21.9,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-14,,,9.17,2109.0,2108.0,0.09,,0.0,0.0,60.0,70.0,50.0,,,300.0,300.0,,,0.0,,21.9,28.0,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-15,,,12.53,1433.0,1735.0,0.0,,0.0,0.0,56.0,63.0,49.0,,,300.0,290.0,,,0.0,,21.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-16,,,10.29,1623.0,1502.0,0.0,,0.0,0.0,57.0,67.0,47.0,,,120.0,260.0,,,0.0,,16.1,21.0,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-17,,,11.63,1522.0,2029.0,0.0,,0.0,0.0,59.0,65.0,53.0,,,110.0,220.0,,,0.0,,21.9,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-18,,,19.46,1231.0,1231.0,0.14,,0.0,0.0,63.0,71.0,54.0,,,200.0,210.0,,,0.0,,38.0,46.1,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-19,,,12.75,1048.0,1056.0,0.37,,0.0,0.0,53.0,63.0,43.0,,,50.0,60.0,,,0.0,,21.0,25.1,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-20,,,8.28,1029.0,1029.0,0.0,,0.0,0.0,49.0,54.0,44.0,,,80.0,80.0,,,0.0,,17.0,17.9,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-21,,,8.72,1348.0,1629.0,0.01,,0.0,0.0,51.0,53.0,49.0,,,100.0,90.0,,,0.0,,16.1,17.0,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-22,,,8.95,1736.0,1615.0,0.06,,0.0,0.0,52.0,56.0,47.0,,,100.0,90.0,,,0.0,,16.1,17.9,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-23,,,10.29,1632.0,1704.0,0.31,,0.0,0.0,52.0,57.0,47.0,,,100.0,100.0,,,0.0,,19.9,21.9,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-24,,,8.95,1548.0,1547.0,0.71,,0.0,0.0,58.0,66.0,50.0,,,350.0,350.0,,,0.0,,16.1,19.9,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-25,,,13.2,1401.0,1329.0,0.07,,0.0,0.0,61.0,72.0,49.0,,,290.0,290.0,,,0.0,,28.0,36.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-26,,,15.43,340.0,324.0,0.0,,0.0,0.0,64.0,72.0,55.0,,,270.0,280.0,,,0.0,,23.9,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-27,,,11.63,1509.0,1418.0,0.0,,0.0,0.0,65.0,74.0,55.0,,,300.0,290.0,,,0.0,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-28,,,7.61,1547.0,1811.0,0.0,,0.0,0.0,57.0,61.0,52.0,,,110.0,90.0,,,0.0,,14.1,15.0,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-29,,,12.3,1211.0,1208.0,0.0,,0.0,0.0,52.0,57.0,47.0,,,70.0,70.0,,,0.0,,23.0,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-30,,,9.62,1921.0,1917.0,0.0,,0.0,0.0,52.0,58.0,46.0,,,120.0,120.0,,,0.0,,17.9,21.0,,,,,,,,,,,,1.0,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-05-31,,,9.4,1813.0,1813.0,0.0,,0.0,0.0,59.0,72.0,45.0,,,200.0,200.0,,,0.0,,17.9,21.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-01,,,8.72,446.0,637.0,0.0,,0.0,0.0,70.0,82.0,57.0,,,220.0,260.0,,,0.0,,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-02,,,8.95,1734.0,1733.0,0.52,,0.0,0.0,77.0,88.0,66.0,,,300.0,290.0,,,0.0,,45.0,62.0,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-03,,,12.3,758.0,802.0,0.0,,0.0,0.0,65.0,71.0,57.0,,,330.0,320.0,,,0.0,,25.9,31.1,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-04,,,9.4,1358.0,1401.0,0.0,,0.0,0.0,62.0,70.0,53.0,,,110.0,100.0,,,0.0,,21.9,25.1,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-05,,,13.2,1211.0,1124.0,0.0,,0.0,0.0,58.0,61.0,54.0,,,60.0,60.0,,,0.0,,21.0,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-06,,,21.25,2228.0,2203.0,4.0,,0.0,0.0,52.0,56.0,47.0,,,30.0,40.0,,,0.0,,38.9,51.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-07,,,13.42,214.0,218.0,0.24,,0.0,0.0,58.0,69.0,46.0,,,10.0,10.0,,,0.0,,28.0,34.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-08,,,9.4,1637.0,1637.0,0.0,,0.0,0.0,63.0,75.0,51.0,,,200.0,200.0,,,0.0,,21.0,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-09,,,10.74,1618.0,418.0,0.0,,0.0,0.0,72.0,80.0,63.0,,,270.0,240.0,,,0.0,,17.9,25.1,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-10,,,8.5,1537.0,1143.0,0.0,,0.0,0.0,73.0,90.0,56.0,,,70.0,240.0,,,0.0,,17.9,25.1,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-11,,,12.3,1447.0,1433.0,0.49,,0.0,0.0,56.0,61.0,51.0,,,80.0,70.0,,,0.0,,21.9,25.1,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-12,,,11.41,1041.0,1026.0,0.2,,0.0,0.0,53.0,54.0,51.0,,,70.0,60.0,,,0.0,,17.0,19.9,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-13,,,9.4,1511.0,1259.0,0.07,,0.0,0.0,56.0,59.0,52.0,,,70.0,100.0,,,0.0,,14.1,17.0,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-14,,,8.72,1636.0,1636.0,0.05,,0.0,0.0,57.0,61.0,53.0,,,80.0,80.0,,,0.0,,16.1,17.0,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-15,,,8.28,1137.0,1135.0,0.0,,0.0,0.0,63.0,68.0,57.0,,,190.0,200.0,,,0.0,,17.9,21.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-16,,,12.08,1517.0,1510.0,0.0,,0.0,0.0,76.0,88.0,63.0,,,210.0,220.0,,,0.0,,23.9,31.1,,,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-17,,,13.2,1443.0,1442.0,0.22,,0.0,0.0,81.0,92.0,69.0,,,290.0,290.0,,,0.0,,31.1,40.9,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-18,,,8.05,1411.0,1401.0,0.26,,0.0,0.0,67.0,74.0,59.0,,,80.0,70.0,,,0.0,,14.1,16.1,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-19,,,6.71,2116.0,2116.0,0.0,,0.0,0.0,64.0,69.0,59.0,,,210.0,210.0,,,0.0,,13.0,14.1,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-20,,,9.4,1029.0,929.0,0.0,,0.0,0.0,70.0,79.0,60.0,,,360.0,330.0,,,0.0,,17.0,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-21,,,16.33,1727.0,1727.0,0.0,,0.0,0.0,72.0,83.0,61.0,,,220.0,220.0,,,0.0,,33.1,42.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-22,,,12.97,,,0.03,,0.0,0.0,,85.0,69.0,,,200.0,230.0,,,0.0,,21.9,30.0,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-23,,,10.07,,,0.0,,0.0,0.0,,82.0,67.0,,,290.0,290.0,,,0.0,,15.0,23.0,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-24,,,7.38,,,0.0,,0.0,0.0,,73.0,63.0,,,80.0,80.0,,,0.0,,12.1,12.1,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-25,,,16.11,,,0.0,,0.0,0.0,,86.0,64.0,,,190.0,210.0,,,0.0,,25.1,32.0,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-26,,,8.28,2037.0,1747.0,0.04,,0.0,0.0,75.0,82.0,68.0,,,210.0,250.0,,,0.0,,15.0,28.0,,,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-27,,,12.08,1327.0,1325.0,0.39,,0.0,0.0,79.0,91.0,67.0,,,300.0,310.0,,,0.0,,28.0,33.1,,,1.0,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-28,,,8.72,1517.0,1453.0,0.0,,0.0,0.0,75.0,82.0,67.0,,,120.0,120.0,,,0.0,,16.1,19.9,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-29,,,6.04,2044.0,2345.0,0.1,,0.0,0.0,68.0,73.0,63.0,,,210.0,250.0,,,0.0,,12.1,15.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-06-30,,,9.4,1330.0,1329.0,0.0,,0.0,0.0,71.0,79.0,63.0,,,280.0,250.0,,,0.0,,23.9,31.1,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-01,,,9.17,1553.0,1357.0,0.0,,0.0,0.0,70.0,77.0,63.0,,,120.0,110.0,,,0.0,,17.0,21.0,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-02,,,8.72,1804.0,1803.0,0.0,,0.0,0.0,74.0,84.0,63.0,,,200.0,220.0,,,0.0,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-03,,,11.18,1152.0,1209.0,0.0,,0.0,0.0,78.0,87.0,68.0,,,240.0,210.0,,,0.0,,17.9,23.0,,,,,,,,,,1.0,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-04,,,8.95,2208.0,2354.0,0.0,,0.0,0.0,76.0,83.0,68.0,,,240.0,260.0,,,0.0,,15.0,21.0,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-05,,,12.75,1232.0,1447.0,0.0,,0.0,0.0,74.0,84.0,64.0,,,300.0,320.0,,,0.0,,21.9,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-06,,,6.93,1250.0,1249.0,0.0,,0.0,0.0,69.0,79.0,59.0,,,280.0,320.0,,,0.0,,14.1,21.0,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-07,,,8.95,1833.0,1832.0,0.12,,0.0,0.0,66.0,73.0,58.0,,,40.0,40.0,,,0.0,,23.9,29.1,,,,,1.0,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-08,,,11.41,1513.0,1512.0,0.0,,0.0,0.0,67.0,79.0,55.0,,,320.0,320.0,,,0.0,,21.9,28.0,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-09,,,10.07,2339.0,1127.0,0.47,,0.0,0.0,73.0,81.0,64.0,,,220.0,200.0,,,0.0,,17.9,25.1,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-10,,,14.99,1357.0,1733.0,0.0,,0.0,0.0,77.0,86.0,68.0,,,280.0,300.0,,,0.0,,23.9,28.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-11,,,12.3,1550.0,1204.0,0.0,,0.0,0.0,73.0,82.0,64.0,,,290.0,270.0,,,0.0,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-12,,,9.4,1644.0,1439.0,0.0,,0.0,0.0,74.0,85.0,62.0,,,330.0,290.0,,,0.0,,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-13,,,9.62,1704.0,1708.0,0.0,,0.0,0.0,75.0,83.0,67.0,,,230.0,220.0,,,0.0,,21.9,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-14,,,12.08,1750.0,1740.0,0.0,,0.0,0.0,75.0,83.0,66.0,,,200.0,200.0,,,0.0,,21.0,25.1,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-15,,,14.99,1250.0,1231.0,0.56,,0.0,0.0,71.0,76.0,65.0,,,110.0,110.0,,,0.0,,25.1,31.1,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-16,,,12.53,4.0,1205.0,0.97,,0.0,0.0,68.0,72.0,63.0,,,100.0,110.0,,,0.0,,23.9,28.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-17,,,8.72,1909.0,1610.0,0.0,,0.0,0.0,64.0,68.0,59.0,,,110.0,90.0,,,0.0,,15.0,17.0,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-18,,,12.08,1458.0,1457.0,0.6,,0.0,0.0,74.0,83.0,65.0,,,230.0,250.0,,,0.0,,25.9,31.1,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-19,,,9.84,1128.0,1631.0,0.0,,0.0,0.0,66.0,70.0,61.0,,,290.0,230.0,,,0.0,,16.1,17.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-20,,,8.95,1025.0,1256.0,0.0,,0.0,0.0,63.0,68.0,58.0,,,90.0,100.0,,,0.0,,16.1,17.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-21,,,11.41,1453.0,2000.0,0.03,,0.0,0.0,70.0,81.0,59.0,,,180.0,200.0,,,0.0,,21.0,23.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-22,,,9.62,1714.0,1517.0,0.14,,0.0,0.0,73.0,81.0,64.0,,,300.0,250.0,,,0.0,,19.9,23.9,,,1.0,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-23,,,8.5,1136.0,721.0,0.0,,0.0,0.0,71.0,80.0,62.0,,,310.0,290.0,,,0.0,,15.0,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-24,,,6.26,1359.0,1226.0,0.0,,0.0,0.0,69.0,75.0,63.0,,,120.0,90.0,,,0.0,,13.0,15.0,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-25,,,7.38,1841.0,1133.0,0.0,,0.0,0.0,67.0,70.0,64.0,,,90.0,100.0,,,0.0,,12.1,14.1,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-26,,,13.65,1041.0,1030.0,0.4,,0.0,0.0,63.0,65.0,61.0,,,90.0,90.0,,,0.0,,23.9,28.0,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-27,,,13.87,1103.0,1048.0,1.35,,0.0,0.0,64.0,65.0,62.0,,,70.0,60.0,,,0.0,,23.9,29.1,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-28,,,7.61,1214.0,1241.0,0.01,,0.0,0.0,66.0,70.0,62.0,,,80.0,80.0,,,0.0,,15.0,16.1,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-29,,,7.38,1530.0,1529.0,0.0,,0.0,0.0,71.0,79.0,63.0,,,230.0,250.0,,,0.0,,15.0,17.9,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-30,,,8.72,1940.0,1756.0,0.04,,0.0,0.0,70.0,74.0,65.0,,,100.0,90.0,,,0.0,,14.1,16.1,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-07-31,,,10.29,623.0,625.0,0.51,,0.0,0.0,65.0,66.0,63.0,,,90.0,100.0,,,0.0,,16.1,17.9,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-01,,,10.29,1305.0,1314.0,0.06,,0.0,0.0,65.0,66.0,63.0,,,80.0,80.0,,,0.0,,17.9,21.9,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-02,,,5.37,2327.0,2332.0,0.0,,0.0,0.0,69.0,73.0,64.0,,,210.0,210.0,,,0.0,,10.1,13.0,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-03,,,12.08,2023.0,2027.0,0.07,,0.0,0.0,76.0,82.0,69.0,,,270.0,280.0,,,0.0,,21.9,25.1,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-04,,,7.83,208.0,904.0,0.0,,0.0,0.0,74.0,81.0,67.0,,,240.0,340.0,,,0.0,,15.0,17.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-05,,,6.71,1423.0,1422.0,0.0,,0.0,0.0,72.0,78.0,65.0,,,130.0,130.0,,,0.0,,13.0,15.0,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-06,,,9.62,2339.0,2338.0,0.01,,0.0,0.0,73.0,81.0,64.0,,,190.0,180.0,,,0.0,,21.0,23.9,,,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-07,,,13.2,1441.0,1323.0,0.01,,0.0,0.0,79.0,89.0,68.0,,,240.0,250.0,,,0.0,,25.1,32.0,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-08,,,10.29,1631.0,1629.0,0.0,,0.0,0.0,81.0,87.0,75.0,,,270.0,270.0,,,0.0,,19.9,25.1,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-09,,,12.3,1442.0,1143.0,0.0,,0.0,0.0,80.0,88.0,71.0,,,240.0,230.0,,,0.0,,25.9,31.1,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-10,,,8.5,940.0,939.0,0.08,,0.0,0.0,78.0,85.0,70.0,,,300.0,300.0,,,0.0,,17.9,23.0,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-11,,,10.29,1409.0,1408.0,0.0,,0.0,0.0,72.0,76.0,67.0,,,70.0,70.0,,,0.0,,17.9,21.0,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-12,,,14.09,1053.0,1049.0,0.0,,0.0,0.0,68.0,72.0,64.0,,,50.0,60.0,,,0.0,,21.9,28.0,,,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-13,,,13.2,1150.0,1120.0,0.11,,0.0,0.0,66.0,71.0,61.0,,,50.0,60.0,,,0.0,,19.9,23.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2000-08-14,,,14.76,1224.0,1036.0,0.41,,0.0,0.0,64.0,66.0,62.0,,,30.0,40.0,,,0.0,,21.0,25.1,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
