STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-08,20.0,10.0,,,1300.0,0.01,98.0,0.2,0.0,,31.0,19.0,546.0,,,,315.0,270.0,,,,,41.4,28.0,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-09,100.0,100.0,,,148.0,0.05,0.0,1.0,0.0,,30.0,19.0,0.0,,,,225.0,225.0,,,,,26.4,19.0,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-10,40.0,70.0,,,1254.0,0.0,49.0,0.0,1.0,,19.0,6.0,276.0,,,,315.0,270.0,,,,,42.5,29.1,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-11,40.0,70.0,,,2206.0,0.0,69.0,0.1,0.0,,14.0,5.0,390.0,,,,315.0,315.0,,,,,38.0,27.1,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-12,0.0,0.0,,,24.0,0.0,100.0,0.0,0.0,,15.0,3.0,564.0,,,,315.0,270.0,,,,,32.2,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-13,80.0,100.0,,,2348.0,0.4,28.0,5.0,0.0,,23.0,11.0,162.0,,,,360.0,360.0,,,,,19.5,15.0,1.0,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-14,100.0,100.0,,,548.0,0.33,0.0,7.0,8.0,,24.0,19.0,0.0,,,,360.0,360.0,0.9,,,,30.0,21.0,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-15,30.0,10.0,,,1454.0,0.09,92.0,0.7,11.0,,26.0,20.0,522.0,,,,315.0,315.0,1.1,,,,39.1,28.0,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-16,70.0,100.0,,,2324.0,0.02,29.0,0.3,10.0,,35.0,14.0,162.0,,,,270.0,270.0,0.8,,,,31.1,21.0,1.0,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-17,30.0,50.0,,,1412.0,0.0,83.0,0.0,9.0,,30.0,1.0,474.0,,,,315.0,315.0,0.9,,,,46.1,28.0,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-18,10.0,10.0,,,112.0,0.0,87.0,0.0,8.0,,14.0,-2.0,498.0,,,,225.0,270.0,0.8,,,,31.1,17.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-19,60.0,40.0,,,1036.0,0.0,98.0,0.0,8.0,,22.0,8.0,564.0,,,,315.0,315.0,0.7,,,,23.0,17.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-20,40.0,20.0,,,1912.0,0.04,81.0,0.6,8.0,,35.0,17.0,468.0,,,,315.0,315.0,0.7,,,,31.1,17.0,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-21,60.0,80.0,,,412.0,0.0,58.0,0.0,7.0,,20.0,7.0,336.0,,,,315.0,315.0,0.7,,,,25.3,17.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-22,10.0,10.0,,,518.0,0.0,98.0,0.0,7.0,,15.0,2.0,570.0,,,,315.0,315.0,0.7,,,,24.2,17.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-23,90.0,100.0,,,1118.0,0.42,0.0,3.0,7.0,,38.0,6.0,0.0,,,,135.0,135.0,1.2,,,,27.5,23.9,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-24,50.0,50.0,,,1424.0,0.0,62.0,0.0,9.0,,31.0,17.0,360.0,,,,315.0,270.0,1.4,,,,40.3,28.0,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-25,0.0,0.0,,,1042.0,0.0,100.0,0.0,9.0,,20.0,11.0,582.0,,,,270.0,270.0,1.4,,,,46.1,30.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-26,10.0,0.0,,,24.0,0.0,100.0,0.0,8.0,,19.0,7.0,588.0,,,,270.0,270.0,1.2,,,,26.4,17.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-27,0.0,10.0,,,18.0,0.0,100.0,0.0,8.0,,23.0,1.0,588.0,,,,315.0,315.0,1.1,,,,23.0,17.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-28,60.0,100.0,,,1430.0,0.0,17.0,0.0,8.0,,37.0,11.0,102.0,,,,225.0,225.0,1.7,,,,38.0,29.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-29,10.0,0.0,,,1312.0,0.0,100.0,0.0,7.0,,35.0,29.0,594.0,,,,315.0,315.0,1.5,,,,35.6,28.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-30,70.0,80.0,,,2112.0,0.0,28.0,0.0,0.0,,43.0,19.0,168.0,,,,225.0,225.0,1.4,,,,27.5,23.0,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-01-31,100.0,100.0,,,1806.0,0.35,0.0,0.0,4.0,,43.0,32.0,0.0,,,,90.0,90.0,1.0,,,,34.4,25.9,1.0,,,,,1.0,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-01,60.0,80.0,,,1406.0,0.9,41.0,0.0,2.0,,41.0,26.0,246.0,,,,315.0,315.0,,,,,52.8,33.1,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-02,70.0,80.0,,,1424.0,0.0,53.0,0.0,0.0,,34.0,20.0,324.0,,,,135.0,135.0,,,,,20.8,14.1,,,,1.0,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-03,100.0,100.0,,,2130.0,0.8,0.0,0.0,0.0,,54.0,33.0,0.0,,,,225.0,225.0,,,,,34.4,23.9,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-04,70.0,90.0,,,318.0,0.01,59.0,0.0,0.0,,52.0,33.0,360.0,,,,225.0,225.0,,,,,36.7,25.9,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-05,70.0,90.0,,,1006.0,0.0,24.0,0.0,0.0,,36.0,25.0,144.0,,,,90.0,90.0,,,,,21.9,15.0,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-06,80.0,100.0,,,1106.0,0.02,10.0,0.0,0.0,,40.0,24.0,60.0,,,,315.0,315.0,,,,,33.3,21.9,1.0,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-07,0.0,0.0,,,1612.0,0.0,100.0,0.0,0.0,,33.0,18.0,612.0,,,,270.0,225.0,,,,,34.4,23.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-08,50.0,80.0,,,948.0,0.0,100.0,0.0,0.0,,39.0,29.0,618.0,,,,270.0,270.0,,,,,31.1,21.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-09,100.0,100.0,,,1336.0,0.24,0.0,3.1,0.0,,34.0,27.0,0.0,,,,180.0,135.0,0.1,,,,18.3,12.1,1.0,1.0,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-10,20.0,10.0,,,854.0,0.09,92.0,0.9,4.0,,33.0,20.0,576.0,,,,315.0,315.0,0.3,,,,32.2,25.9,1.0,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-11,30.0,60.0,,,1742.0,0.0,75.0,0.0,4.0,,26.0,17.0,468.0,,,,270.0,270.0,0.3,,,,24.2,15.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-12,50.0,50.0,,,424.0,0.0,87.0,0.0,3.0,,33.0,20.0,546.0,,,,270.0,270.0,0.5,,,,24.2,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-13,100.0,100.0,,,1712.0,0.12,0.0,1.7,2.0,,30.0,24.0,0.0,,,,360.0,360.0,0.5,,,,26.4,21.9,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-14,30.0,30.0,,,1530.0,0.0,90.0,0.0,4.0,,34.0,20.0,564.0,,,,315.0,270.0,0.6,,,,30.0,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-15,90.0,100.0,,,2100.0,0.0,28.0,0.0,2.0,,48.0,21.0,180.0,,,,270.0,225.0,0.5,,,,30.0,21.0,,,,,,,,1.0,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-16,80.0,100.0,,,1754.0,0.0,50.0,0.0,0.0,,51.0,32.0,324.0,,,,360.0,315.0,,,,,25.3,17.0,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-17,90.0,100.0,,,2000.0,0.0,54.0,0.0,0.0,,32.0,25.0,348.0,,,,45.0,45.0,,,,,24.2,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-18,80.0,90.0,,,300.0,0.0,27.0,0.0,0.0,,29.0,22.0,174.0,,,,45.0,45.0,,,,,23.0,17.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-19,90.0,100.0,,,2354.0,0.3,1.0,1.0,0.0,,35.0,25.0,6.0,,,,360.0,360.0,,,,,11.4,11.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-20,100.0,90.0,,,930.0,0.16,16.0,0.9,2.0,,43.0,32.0,108.0,,,,360.0,360.0,,,,,25.3,23.0,1.0,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-21,90.0,100.0,,,2306.0,0.02,0.0,0.0,0.0,,38.0,34.0,0.0,,,,45.0,45.0,,,,,21.9,17.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-22,100.0,100.0,,,906.0,0.0,0.0,0.0,0.0,,34.0,30.0,0.0,,,,45.0,360.0,,,,,21.9,17.0,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-23,90.0,100.0,,,2336.0,0.0,35.0,0.0,0.0,,40.0,30.0,228.0,,,,315.0,360.0,,,,,16.1,13.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-24,80.0,100.0,,,648.0,0.0,20.0,0.0,0.0,,38.0,21.0,138.0,,,,315.0,315.0,,,,,24.2,21.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-25,30.0,0.0,,,1736.0,0.0,98.0,0.0,0.0,,28.0,15.0,648.0,,,,315.0,315.0,,,,,36.7,32.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-26,0.0,0.0,,,1142.0,0.0,100.0,0.0,0.0,,32.0,15.0,666.0,,,,315.0,315.0,,,,,28.9,25.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-27,50.0,60.0,,,854.0,0.0,80.0,0.0,0.0,,39.0,24.0,534.0,,,,225.0,225.0,,,,,19.5,17.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-02-28,0.0,0.0,,,1948.0,0.0,100.0,0.0,0.0,,39.0,18.0,672.0,,,,360.0,360.0,,,,,18.3,21.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-01,60.0,70.0,,,1742.0,0.07,87.0,1.0,0.0,,36.0,10.0,588.0,,,,180.0,180.0,,,,,16.1,16.1,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-02,50.0,60.0,,,1300.0,0.14,76.0,1.6,3.0,,39.0,28.0,510.0,,,,270.0,270.0,,,,,25.3,25.1,1.0,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-03,10.0,0.0,,,,0.0,100.0,0.0,0.0,,31.0,18.0,678.0,,,,,315.0,,,,,,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-04,60.0,70.0,,,,0.44,59.0,1.0,0.0,,34.0,14.0,408.0,,,,,135.0,,,,,,16.1,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-05,50.0,50.0,,,,0.08,69.0,0.0,0.0,,51.0,33.0,474.0,,,,,225.0,,,,,,28.0,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-06,70.0,90.0,,,,0.07,44.0,0.0,0.0,,38.0,30.0,306.0,,,,,45.0,,,,,,17.0,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-07,100.0,100.0,,,,0.44,0.0,0.0,0.0,,37.0,33.0,0.0,,,,,315.0,,,,,,21.9,1.0,1.0,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-08,40.0,40.0,,,648.0,0.0,81.0,0.0,0.0,,38.0,23.0,564.0,,,,315.0,315.0,,,,,30.0,23.9,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-09,70.0,100.0,,,1312.0,0.09,41.0,1.7,0.0,,32.0,19.0,288.0,,,,225.0,180.0,,,,,17.2,17.0,1.0,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-10,60.0,60.0,,,1824.0,0.0,93.0,0.0,1.0,,36.0,20.0,648.0,,,,180.0,180.0,,,,,19.5,17.0,1.0,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-11,90.0,80.0,,,2212.0,0.0,54.0,0.0,0.0,,63.0,31.0,378.0,,,,225.0,225.0,,,,,28.9,19.9,1.0,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-12,100.0,100.0,,,1730.0,0.03,0.0,0.0,0.0,,50.0,41.0,0.0,,,,360.0,360.0,,,,,23.0,17.0,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-13,100.0,100.0,,,1724.0,0.1,0.0,0.0,0.0,,51.0,38.0,0.0,,,,180.0,180.0,,,,,24.2,17.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-14,20.0,40.0,,,718.0,0.0,82.0,0.0,0.0,,50.0,39.0,582.0,,,,270.0,315.0,,,,,48.3,36.0,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-15,40.0,60.0,,,406.0,0.0,82.0,0.0,0.0,,49.0,34.0,588.0,,,,315.0,315.0,,,,,28.9,21.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-16,60.0,50.0,,,24.0,0.0,82.0,0.0,0.0,,55.0,32.0,588.0,,,,315.0,315.0,,,,,21.9,16.1,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-17,80.0,100.0,,,1142.0,0.15,0.0,0.0,0.0,,44.0,36.0,0.0,,,,45.0,45.0,,,,,23.0,19.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-18,40.0,30.0,,,1500.0,0.0,100.0,0.0,0.0,,50.0,33.0,720.0,,,,135.0,135.0,,,,,20.8,15.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-19,100.0,90.0,,,236.0,0.0,38.0,0.0,0.0,,44.0,34.0,276.0,,,,225.0,225.0,,,,,25.3,17.9,,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-20,50.0,50.0,,,2348.0,0.0,93.0,0.0,0.0,,48.0,36.0,678.0,,,,225.0,225.0,,,,,20.8,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-21,100.0,100.0,,,1524.0,0.1,0.0,0.0,0.0,,46.0,36.0,6.0,,,,180.0,180.0,,,,,31.1,23.0,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-22,60.0,60.0,,,1018.0,0.0,68.0,0.0,0.0,,52.0,38.0,504.0,,,,315.0,270.0,,,,,31.1,23.0,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-23,0.0,0.0,,,1454.0,0.0,100.0,0.0,0.0,,54.0,37.0,738.0,,,,270.0,315.0,,,,,27.5,17.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-24,30.0,30.0,,,1654.0,0.0,91.0,0.0,0.0,,56.0,33.0,672.0,,,,180.0,180.0,,,,,23.0,17.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-25,70.0,80.0,,,2106.0,0.0,46.0,0.0,0.0,,45.0,37.0,348.0,,,,135.0,135.0,,,,,17.2,12.1,1.0,1.0,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-26,70.0,90.0,,,1812.0,0.21,11.0,0.0,0.0,,55.0,39.0,84.0,,,,270.0,270.0,,,,,39.1,23.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-27,20.0,30.0,,,1318.0,0.0,100.0,0.0,0.0,,39.0,26.0,744.0,,,,270.0,270.0,,,,,43.6,31.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-28,0.0,0.0,,,1300.0,0.0,100.0,0.0,0.0,,40.0,22.0,750.0,,,,315.0,315.0,,,,,39.1,28.0,,,,,,,,,,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-29,10.0,20.0,,,1254.0,0.0,100.0,0.0,0.0,,56.0,30.0,756.0,,,,270.0,270.0,,,,,27.5,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-30,50.0,90.0,,,1512.0,0.0,89.0,0.0,0.0,,58.0,37.0,678.0,,,,135.0,135.0,,,,,25.3,17.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-03-31,80.0,100.0,,,2200.0,0.25,10.0,0.0,0.0,,60.0,40.0,72.0,,,,225.0,225.0,,,,,43.6,30.0,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-01,50.0,20.0,,,1330.0,0.0,84.0,0.0,0.0,,61.0,42.0,642.0,,,,270.0,270.0,,,,,64.4,50.1,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-02,40.0,30.0,,,912.0,0.0,82.0,0.0,0.0,,54.0,38.0,630.0,,,,315.0,315.0,,,,,35.6,25.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-03,80.0,100.0,,,2006.0,0.81,45.0,0.0,0.0,,55.0,36.0,354.0,,,,180.0,180.0,,,,,47.2,33.1,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-04,80.0,100.0,,,2348.0,0.22,11.0,0.0,0.0,,52.0,29.0,90.0,,,,315.0,315.0,,,,,44.7,29.1,1.0,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-05,20.0,30.0,,,612.0,0.0,100.0,0.0,0.0,,43.0,25.0,774.0,,,,315.0,315.0,,,,,43.6,32.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-06,100.0,100.0,,,1742.0,1.1,0.0,10.8,0.0,,36.0,22.0,0.0,,,,360.0,45.0,0.5,,,,54.1,40.0,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-07,100.0,100.0,,,1118.0,0.15,32.0,2.5,12.0,,25.0,16.0,252.0,,,,315.0,315.0,1.6,,,,49.4,38.0,,,,,,,,,1.0,,,,,,,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-08,80.0,100.0,,,1312.0,0.0,80.0,0.0,11.0,,40.0,25.0,630.0,,,,315.0,315.0,2.1,,,,51.7,40.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-09,70.0,90.0,,,6.0,0.0,67.0,0.0,7.0,,44.0,29.0,528.0,,,,270.0,270.0,1.6,,,,28.9,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-10,10.0,10.0,,,1354.0,0.0,98.0,0.0,3.0,,52.0,36.0,774.0,,,,315.0,270.0,,,,,40.3,29.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-11,90.0,100.0,,,1412.0,0.0,80.0,0.0,0.0,,55.0,36.0,636.0,,,,225.0,225.0,,,,,26.4,19.9,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-12,50.0,50.0,,,906.0,0.0,66.0,0.0,0.0,,55.0,38.0,522.0,,,,315.0,315.0,,,,,35.6,23.9,,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-13,90.0,100.0,,,2336.0,0.02,8.0,0.0,0.0,,56.0,36.0,66.0,,,,315.0,225.0,,,,,39.1,25.9,,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-14,0.0,10.0,,,0.0,0.0,100.0,0.0,0.0,,58.0,42.0,798.0,,,,360.0,360.0,,,,,39.1,25.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-15,0.0,0.0,,,1318.0,0.0,100.0,0.0,0.0,,56.0,39.0,804.0,,,,135.0,135.0,,,,,26.4,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-16,40.0,70.0,,,1742.0,0.0,100.0,0.0,0.0,,70.0,39.0,804.0,,,,225.0,225.0,,,,,30.0,21.0,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-17,80.0,90.0,,,1100.0,0.0,56.0,0.0,0.0,,75.0,55.0,456.0,,,,225.0,225.0,,,,,47.2,32.0,1.0,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-18,40.0,40.0,,,1430.0,0.07,77.0,0.0,0.0,,60.0,47.0,624.0,,,,315.0,315.0,,,,,43.6,32.0,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982-04-19,0.0,0.0,,,1524.0,0.0,100.0,0.0,0.0,,70.0,41.0,816.0,,,,225.0,225.0,,,,,31.1,23.0,,,,,,,,,,,,,,,,,,,,
