Timestamp,Humidity (%),Temp (C),Temp (F),Light Level (eV),Brightness
2025-04-29T11:24:25,30.3,12.8,55.1,3403,Very Bright
2025-04-29T11:24:26,30.3,12.9,55.2,3405,Very Bright
2025-04-29T11:24:27,31.0,13.9,57.1,3407,Very Bright
2025-04-29T11:24:28,31.0,14.0,57.2,3405,Very Bright
2025-04-29T11:24:29,31.4,13.8,56.8,3401,Very Bright
2025-04-29T11:24:30,31.4,13.1,55.5,3402,Very Bright
2025-04-29T11:24:31,31.5,13.1,55.5,3405,Very Bright
2025-04-29T11:24:32,31.5,13.4,56.1,3396,Very Bright
2025-04-29T11:24:33,31.5,14.0,57.2,3399,Very Bright
2025-04-29T11:24:34,31.5,14.2,57.5,3403,Very Bright
2025-04-29T11:24:35,31.4,13.5,56.4,3400,Very Bright
2025-04-29T11:24:36,31.4,13.5,56.2,3404,Very Bright
2025-04-29T11:24:37,31.3,13.6,56.5,3408,Very Bright
2025-04-29T11:24:38,31.3,13.0,55.3,3399,Very Bright
2025-04-29T11:24:39,31.3,13.4,56.1,3398,Very Bright
2025-04-29T11:24:40,31.3,13.2,55.8,3405,Very Bright
2025-04-29T11:24:41,31.3,12.8,55.1,3395,Very Bright
2025-04-29T11:24:42,31.3,14.0,57.2,3401,Very Bright
2025-04-29T11:24:43,31.5,13.1,55.6,3397,Very Bright
2025-04-29T11:24:44,31.5,14.3,57.7,3401,Very Bright
2025-04-29T11:24:45,31.5,13.1,55.6,3401,Very Bright
2025-04-29T11:24:46,31.5,13.5,56.4,3399,Very Bright
2025-04-29T11:24:47,31.3,14.2,57.5,3399,Very Bright
2025-04-29T11:24:48,31.3,13.1,55.6,3404,Very Bright
2025-04-29T11:24:49,31.3,14.2,57.5,3394,Very Bright
2025-04-29T11:24:50,31.3,13.2,55.8,3383,Very Bright
2025-04-29T11:24:51,31.2,13.5,56.4,3398,Very Bright
2025-04-29T11:24:52,31.2,14.0,57.2,3398,Very Bright
2025-04-29T11:24:53,31.0,14.2,57.5,3399,Very Bright
2025-04-29T11:24:54,31.0,13.2,55.8,3392,Very Bright
2025-04-29T11:24:55,31.0,14.1,57.4,3399,Very Bright
2025-04-29T11:24:56,31.0,13.1,55.5,3405,Very Bright
2025-04-29T11:24:57,30.8,13.0,55.3,3404,Very Bright
2025-04-29T11:24:58,30.8,13.1,55.5,3404,Very Bright
2025-04-29T11:24:59,30.7,13.5,56.2,3401,Very Bright
2025-04-29T11:25:00,30.7,13.7,56.7,3390,Very Bright
2025-04-29T11:25:01,30.6,11.6,52.9,3395,Very Bright
2025-04-29T11:25:02,30.6,13.5,56.2,3398,Very Bright
2025-04-29T11:25:03,30.6,13.4,56.1,3399,Very Bright
2025-04-29T11:25:04,30.6,13.9,57.1,3402,Very Bright
2025-04-29T11:25:05,30.6,13.1,55.6,3401,Very Bright
2025-04-29T11:25:06,30.6,13.8,56.8,3392,Very Bright
2025-04-29T11:25:08,30.5,12.9,55.2,3397,Very Bright
2025-04-29T11:25:09,30.5,12.9,55.2,3398,Very Bright
2025-04-29T11:25:10,30.5,14.0,57.2,3397,Very Bright
2025-04-29T11:25:11,30.5,12.6,54.8,3399,Very Bright
2025-04-29T11:25:12,30.4,14.2,57.5,3393,Very Bright
2025-04-29T11:25:13,30.4,13.3,55.9,3393,Very Bright
2025-04-29T11:25:14,30.4,13.1,55.5,3390,Very Bright
2025-04-29T11:25:15,30.4,14.1,57.4,3395,Very Bright
2025-04-29T11:25:16,30.4,12.7,54.9,3383,Very Bright
2025-04-29T11:25:17,30.4,13.4,56.1,3392,Very Bright
2025-04-29T11:25:18,30.4,14.2,57.5,3393,Very Bright
2025-04-29T11:25:19,30.4,14.6,58.2,3379,Very Bright
2025-04-29T11:25:20,30.4,13.9,57.1,3392,Very Bright
2025-04-29T11:25:21,30.4,13.1,55.6,3393,Very Bright
2025-04-29T11:25:22,30.4,13.1,55.6,3376,Very Bright
2025-04-29T11:25:23,30.4,12.7,54.9,3394,Very Bright
2025-04-29T11:25:24,30.3,12.6,54.8,3399,Very Bright
2025-04-29T11:25:25,30.3,13.4,56.1,3395,Very Bright
2025-04-29T11:25:26,30.4,13.8,56.8,3389,Very Bright
2025-04-29T11:25:27,30.4,13.0,55.3,3396,Very Bright
2025-04-29T11:25:28,30.4,13.7,56.7,3395,Very Bright
2025-04-29T11:25:29,30.4,13.1,55.6,3397,Very Bright
2025-04-29T11:25:30,30.4,13.6,56.5,3394,Very Bright
2025-04-29T11:25:31,30.4,13.0,55.3,3393,Very Bright
2025-04-29T11:25:32,30.5,13.0,55.3,3393,Very Bright
2025-04-29T11:25:33,30.5,13.4,56.1,3392,Very Bright
2025-04-29T11:25:34,30.4,13.4,56.1,3402,Very Bright
2025-04-29T11:25:35,30.4,13.4,56.1,3402,Very Bright
2025-04-29T11:25:36,30.4,13.1,55.5,3399,Very Bright
2025-04-29T11:25:37,30.4,12.9,55.2,3397,Very Bright
2025-04-29T11:25:38,30.4,12.8,55.1,3396,Very Bright
2025-04-29T11:25:39,30.4,13.8,56.8,3405,Very Bright
2025-04-29T11:25:40,30.5,13.4,56.1,3403,Very Bright
2025-04-29T11:25:41,30.5,12.9,55.2,3406,Very Bright
2025-04-29T11:25:42,30.5,13.3,55.9,3403,Very Bright
2025-04-29T11:25:43,30.5,12.9,55.2,3402,Very Bright
2025-04-29T11:25:44,30.5,12.9,55.2,3403,Very Bright
2025-04-29T11:25:45,30.5,13.1,55.6,3403,Very Bright
2025-04-29T11:25:46,30.5,12.5,54.5,3402,Very Bright
2025-04-29T11:25:47,30.5,13.1,55.5,3406,Very Bright
2025-04-29T11:25:48,30.4,14.0,57.2,3395,Very Bright
2025-04-29T11:25:49,30.4,13.1,55.6,3397,Very Bright
2025-04-29T11:25:50,30.4,14.2,57.5,3395,Very Bright
2025-04-29T11:25:51,30.4,12.6,54.8,3402,Very Bright
2025-04-29T11:25:52,30.4,13.2,55.8,3389,Very Bright
2025-04-29T11:25:53,30.4,13.0,55.3,3395,Very Bright
2025-04-29T11:25:54,30.4,13.5,56.2,3394,Very Bright
2025-04-29T11:25:55,30.4,13.7,56.7,3398,Very Bright
2025-04-29T11:25:56,30.4,14.2,57.5,3397,Very Bright
2025-04-29T11:25:57,30.4,12.8,55.1,3392,Very Bright
2025-04-29T11:25:58,30.3,13.1,55.5,3393,Very Bright
2025-04-29T11:25:59,30.3,13.3,55.9,3394,Very Bright
2025-04-29T11:26:01,30.4,13.0,55.3,3390,Very Bright
2025-04-29T11:26:02,30.4,12.9,55.2,3396,Very Bright
2025-04-29T11:26:03,30.4,14.2,57.5,3393,Very Bright
2025-04-29T11:26:04,30.4,12.7,54.9,3394,Very Bright
2025-04-29T11:26:05,30.4,13.4,56.1,3394,Very Bright
2025-04-29T11:26:06,30.4,13.8,56.8,3396,Very Bright
2025-04-29T11:26:07,30.5,13.3,55.9,3391,Very Bright
2025-04-29T11:26:08,30.5,14.5,58.1,3393,Very Bright
2025-04-29T11:26:09,30.4,13.4,56.1,3394,Very Bright
2025-04-29T11:26:10,30.4,13.0,55.3,3403,Very Bright
2025-04-29T11:26:11,30.5,13.4,56.1,3398,Very Bright
2025-04-29T11:26:12,30.5,12.8,55.1,3394,Very Bright
2025-04-29T11:26:13,30.4,13.5,56.4,3399,Very Bright
2025-04-29T11:26:14,30.4,13.3,55.9,3398,Very Bright
2025-04-29T11:26:15,30.4,12.8,55.1,3402,Very Bright
2025-04-29T11:26:16,30.4,12.8,55.1,3399,Very Bright
2025-04-29T11:26:17,30.4,13.3,55.9,3401,Very Bright
2025-04-29T11:26:18,30.4,12.9,55.2,3401,Very Bright
2025-04-29T11:26:19,30.5,12.8,55.1,3403,Very Bright
2025-04-29T11:26:20,30.5,14.2,57.5,3406,Very Bright
2025-04-29T11:26:21,30.5,13.2,55.8,3392,Very Bright
2025-04-29T11:26:22,30.5,13.8,56.8,3394,Very Bright
2025-04-29T11:26:23,30.4,13.4,56.1,3399,Very Bright
2025-04-29T11:26:24,30.4,12.8,55.1,3401,Very Bright
2025-04-29T11:26:25,30.4,13.1,55.6,3399,Very Bright
2025-04-29T11:26:26,30.4,13.1,55.6,3401,Very Bright
2025-04-29T11:26:27,30.5,13.4,56.1,3397,Very Bright
2025-04-29T11:26:28,30.5,12.9,55.2,3390,Very Bright
2025-04-29T11:26:29,30.5,13.5,56.2,3389,Very Bright
2025-04-29T11:26:30,30.5,13.3,55.9,3398,Very Bright
2025-04-29T11:26:31,30.4,13.1,55.6,3403,Very Bright
2025-04-29T11:26:32,30.4,13.3,55.9,3397,Very Bright
2025-04-29T11:26:33,30.4,12.6,54.8,3397,Very Bright
2025-04-29T11:26:34,30.4,13.0,55.3,3401,Very Bright
2025-04-29T11:26:35,30.4,12.6,54.8,3399,Very Bright
2025-04-29T11:26:36,30.4,13.1,55.6,3406,Very Bright
2025-04-29T11:26:37,30.4,13.9,57.1,3401,Very Bright
2025-04-29T11:26:38,30.4,14.3,57.7,3395,Very Bright
2025-04-29T11:26:39,30.5,13.5,56.2,3393,Very Bright
2025-04-29T11:26:40,30.5,12.7,54.9,3405,Very Bright
2025-04-29T11:26:41,30.4,12.8,55.1,3397,Very Bright
2025-04-29T11:26:42,30.4,13.1,55.6,3402,Very Bright
2025-04-29T11:26:43,30.5,13.1,55.6,3401,Very Bright
2025-04-29T11:26:44,30.5,14.1,57.4,3395,Very Bright
2025-04-29T11:26:45,30.4,13.1,55.5,3399,Very Bright
2025-04-29T11:26:46,30.4,14.2,57.5,3401,Very Bright
2025-04-29T11:26:47,30.4,13.0,55.3,3395,Very Bright
2025-04-29T11:26:48,30.4,13.0,55.3,3399,Very Bright
2025-04-29T11:26:49,30.4,13.9,57.1,3398,Very Bright
2025-04-29T11:26:50,30.4,14.4,58.0,3399,Very Bright
2025-04-29T11:26:51,30.4,13.5,56.2,3397,Very Bright
2025-04-29T11:26:52,30.4,13.5,56.2,3404,Very Bright
2025-04-29T11:26:53,30.4,13.1,55.5,3397,Very Bright
2025-04-29T11:26:54,30.4,13.5,56.2,3403,Very Bright
2025-04-29T11:26:55,30.4,12.8,55.1,3407,Very Bright
2025-04-29T11:26:56,30.4,13.9,56.9,3397,Very Bright
2025-04-29T11:26:57,30.4,13.1,55.5,3397,Very Bright
2025-04-29T11:26:58,30.4,13.1,55.6,3404,Very Bright
2025-04-29T11:27:00,30.4,12.5,54.5,3403,Very Bright
2025-04-29T11:27:01,30.4,14.1,57.4,3399,Very Bright
2025-04-29T11:27:02,30.5,13.8,56.8,3403,Very Bright
2025-04-29T11:27:03,30.5,13.1,55.5,3399,Very Bright
2025-04-29T11:27:04,30.5,13.0,55.3,3402,Very Bright
2025-04-29T11:27:05,30.5,13.3,55.9,3401,Very Bright
2025-04-29T11:27:06,30.5,12.9,55.2,3397,Very Bright
2025-04-29T11:27:07,30.5,13.4,56.1,3399,Very Bright
2025-04-29T11:27:08,30.6,14.2,57.5,3401,Very Bright
2025-04-29T11:27:09,30.6,14.3,57.7,3400,Very Bright
2025-04-29T11:27:10,30.6,13.1,55.6,3403,Very Bright
2025-04-29T11:27:11,30.6,14.3,57.7,3404,Very Bright
2025-04-29T11:27:12,30.6,13.6,56.5,3402,Very Bright
2025-04-29T11:27:13,30.6,12.9,55.2,3405,Very Bright
2025-04-29T11:27:14,30.6,13.9,57.1,3401,Very Bright
2025-04-29T11:27:15,30.6,13.5,56.2,3406,Very Bright
2025-04-29T11:27:16,30.6,13.3,55.9,3406,Very Bright
2025-04-29T11:27:17,30.6,13.3,55.9,3408,Very Bright
2025-04-29T11:27:18,30.7,14.2,57.5,3406,Very Bright
2025-04-29T11:27:19,30.7,13.4,56.1,3406,Very Bright
2025-04-29T11:27:20,30.6,13.2,55.8,3408,Very Bright
2025-04-29T11:27:21,30.6,14.0,57.2,3405,Very Bright
2025-04-29T11:27:22,30.7,13.4,56.1,3399,Very Bright
2025-04-29T11:27:23,30.7,14.0,57.2,3408,Very Bright
2025-04-29T11:27:24,30.6,13.0,55.3,3408,Very Bright
2025-04-29T11:27:25,30.6,13.5,56.4,3394,Very Bright
2025-04-29T11:27:26,30.6,13.0,55.3,3403,Very Bright
2025-04-29T11:27:27,30.6,12.7,54.9,3404,Very Bright
2025-04-29T11:27:28,30.6,13.6,56.5,3404,Very Bright
2025-04-29T11:27:29,30.6,13.3,55.9,3407,Very Bright
2025-04-29T11:27:30,30.5,12.7,54.9,3405,Very Bright
2025-04-29T11:27:31,30.5,14.2,57.5,3402,Very Bright
2025-04-29T11:27:32,30.6,12.7,54.9,3395,Very Bright
2025-04-29T11:27:33,30.6,12.8,55.1,3403,Very Bright
2025-04-29T11:27:34,30.6,13.3,55.9,3401,Very Bright
2025-04-29T11:27:35,30.6,12.8,55.1,3387,Very Bright
2025-04-29T11:27:36,30.6,13.1,55.6,3387,Very Bright
2025-04-29T11:27:37,30.6,12.8,55.1,3395,Very Bright
2025-04-29T11:27:38,30.6,13.9,57.1,3397,Very Bright
2025-04-29T11:27:39,30.6,13.5,56.2,3398,Very Bright
2025-04-29T11:27:40,30.6,12.9,55.2,3401,Very Bright
2025-04-29T11:27:41,30.6,13.4,56.1,3405,Very Bright
2025-04-29T11:27:42,30.7,13.0,55.3,3405,Very Bright
2025-04-29T11:27:43,30.7,13.5,56.2,3406,Very Bright
2025-04-29T11:27:44,30.6,13.4,56.1,3407,Very Bright
2025-04-29T11:27:45,30.6,12.5,54.5,3404,Very Bright
2025-04-29T11:27:46,30.6,14.2,57.5,3397,Very Bright
2025-04-29T11:27:47,30.6,13.3,55.9,3390,Very Bright
2025-04-29T11:27:48,30.6,13.5,56.2,3397,Very Bright
2025-04-29T11:27:49,30.6,13.2,55.8,3402,Very Bright
2025-04-29T11:27:50,30.6,13.3,55.9,3400,Very Bright
2025-04-29T11:27:51,30.6,13.6,56.5,3407,Very Bright
2025-04-29T11:27:52,30.6,13.0,55.3,3397,Very Bright
2025-04-29T11:27:53,30.6,13.3,55.9,3398,Very Bright
2025-04-29T11:27:55,30.7,11.6,52.9,3401,Very Bright
2025-04-29T11:27:56,30.7,14.1,57.4,3405,Very Bright
2025-04-29T11:27:57,30.6,12.9,55.2,3403,Very Bright
2025-04-29T11:27:58,30.6,14.3,57.7,3407,Very Bright
2025-04-29T11:27:59,30.6,13.3,55.9,3398,Very Bright
2025-04-29T11:28:00,30.6,14.0,57.2,3402,Very Bright
2025-04-29T11:28:01,30.6,14.2,57.5,3397,Very Bright
2025-04-29T11:28:02,30.6,12.7,54.9,3389,Very Bright
2025-04-29T11:28:03,30.5,13.8,56.8,3389,Very Bright
2025-04-29T11:28:04,30.5,13.6,56.5,3382,Very Bright
2025-04-29T11:28:05,30.4,14.1,57.4,3382,Very Bright
2025-04-29T11:28:06,30.4,14.1,57.4,3387,Very Bright
2025-04-29T11:28:07,30.5,14.2,57.5,3391,Very Bright
2025-04-29T11:28:08,30.5,13.3,55.9,3391,Very Bright
2025-04-29T11:28:09,30.4,12.8,55.1,3391,Very Bright
2025-04-29T11:28:10,30.4,13.0,55.3,3394,Very Bright
2025-04-29T11:28:11,30.4,12.9,55.2,3390,Very Bright
2025-04-29T11:28:12,30.4,11.8,53.2,3394,Very Bright
2025-04-29T11:28:13,30.4,12.0,53.6,3395,Very Bright
2025-04-29T11:28:14,30.4,13.1,55.5,3393,Very Bright
2025-04-29T11:28:15,30.4,13.5,56.4,3393,Very Bright
2025-04-29T11:28:16,30.4,13.4,56.1,3399,Very Bright
2025-04-29T11:28:17,30.4,13.7,56.7,3395,Very Bright
2025-04-29T11:28:18,30.4,13.0,55.3,3392,Very Bright
2025-04-29T11:28:19,30.4,14.2,57.5,3392,Very Bright
2025-04-29T11:28:20,30.4,13.3,55.9,3391,Very Bright
2025-04-29T11:28:21,30.4,12.6,54.8,3399,Very Bright
2025-04-29T11:28:22,30.4,12.7,54.9,3394,Very Bright
2025-04-29T11:28:23,30.4,12.7,54.9,3389,Very Bright
2025-04-29T11:28:24,30.4,12.8,55.1,3393,Very Bright
2025-04-29T11:28:25,30.4,13.7,56.7,3394,Very Bright
2025-04-29T11:28:26,30.4,12.9,55.2,3397,Very Bright
2025-04-29T11:28:27,30.5,13.8,56.8,3398,Very Bright
2025-04-29T11:28:28,30.5,14.0,57.2,3393,Very Bright
2025-04-29T11:28:29,30.5,13.1,55.5,3383,Very Bright
2025-04-29T11:28:30,30.5,13.1,55.5,3380,Very Bright
2025-04-29T11:28:31,30.4,13.3,55.9,3395,Very Bright
2025-04-29T11:28:32,30.4,14.2,57.5,3403,Very Bright
2025-04-29T11:28:34,30.5,12.5,54.5,3394,Very Bright
2025-04-29T11:28:35,30.5,14.0,57.2,3400,Very Bright
2025-04-29T11:28:36,30.7,13.5,56.2,3406,Very Bright
2025-04-29T11:28:37,30.7,13.1,55.5,3399,Very Bright
2025-04-29T11:28:38,30.7,12.7,54.9,3401,Very Bright
2025-04-29T11:28:39,30.7,13.3,55.9,3393,Very Bright
2025-04-29T11:28:40,31.6,13.0,55.3,3389,Very Bright
2025-04-29T11:28:41,31.6,13.6,56.5,3393,Very Bright
2025-04-29T11:28:42,32.3,12.8,55.1,3389,Very Bright
2025-04-29T11:28:43,32.3,14.2,57.5,3389,Very Bright
2025-04-29T11:28:44,32.6,12.6,54.8,3388,Very Bright
2025-04-29T11:28:45,32.6,13.0,55.3,3393,Very Bright
2025-04-29T11:28:46,32.6,13.2,55.8,3395,Very Bright
2025-04-29T11:28:47,32.6,14.0,57.2,3395,Very Bright
2025-04-29T11:28:48,32.5,14.2,57.5,3395,Very Bright
2025-04-29T11:28:49,32.5,13.0,55.3,3388,Very Bright
2025-04-29T11:28:50,32.4,13.1,55.5,3397,Very Bright
2025-04-29T11:28:51,32.4,13.1,55.6,3389,Very Bright
2025-04-29T11:28:52,32.2,13.1,55.6,3397,Very Bright
2025-04-29T11:28:53,32.2,13.4,56.1,3395,Very Bright
2025-04-29T11:28:54,32.0,13.4,56.1,3393,Very Bright
2025-04-29T11:28:55,32.0,13.5,56.2,3395,Very Bright
2025-04-29T11:28:56,31.9,13.6,56.5,3398,Very Bright
2025-04-29T11:28:57,31.9,13.1,55.6,3394,Very Bright
2025-04-29T11:28:58,31.8,13.1,55.6,3391,Very Bright
2025-04-29T11:28:59,31.8,12.7,54.9,3391,Very Bright
2025-04-29T11:29:00,31.7,14.3,57.8,3392,Very Bright
2025-04-29T11:29:01,31.7,13.2,55.8,3388,Very Bright
2025-04-29T11:29:02,31.6,13.9,57.1,3403,Very Bright
2025-04-29T11:29:03,31.6,12.6,54.8,3393,Very Bright
2025-04-29T11:29:04,31.5,12.9,55.2,3395,Very Bright
2025-04-29T11:29:05,31.5,13.7,56.7,3396,Very Bright
2025-04-29T11:29:06,31.5,14.2,57.5,3396,Very Bright
2025-04-29T11:29:07,31.5,13.7,56.7,3380,Very Bright
2025-04-29T11:29:08,31.4,13.4,56.1,3405,Very Bright
2025-04-29T11:29:09,31.4,13.6,56.5,3397,Very Bright
2025-04-29T11:29:10,31.3,13.9,57.1,3399,Very Bright
2025-04-29T11:29:11,31.3,13.1,55.6,3399,Very Bright
2025-04-29T11:29:12,31.2,13.5,56.2,3395,Very Bright
2025-04-29T11:29:13,31.2,12.8,55.1,3399,Very Bright
2025-04-29T11:29:14,31.2,13.1,55.5,3397,Very Bright
2025-04-29T11:29:15,31.2,12.7,54.9,3397,Very Bright
2025-04-29T11:29:16,31.2,13.5,56.2,3396,Very Bright
2025-04-29T11:29:17,31.2,12.6,54.8,3391,Very Bright
2025-04-29T11:29:18,31.2,13.5,56.4,3390,Very Bright
2025-04-29T11:29:19,31.2,13.6,56.5,3402,Very Bright
2025-04-29T11:29:21,31.2,13.6,56.5,3399,Very Bright
2025-04-29T11:29:22,31.2,12.9,55.2,3399,Very Bright
2025-04-29T11:29:23,31.2,13.1,55.5,3398,Very Bright
2025-04-29T11:29:24,31.2,12.9,55.2,3401,Very Bright
2025-04-29T11:29:25,31.2,14.1,57.4,3397,Very Bright
2025-04-29T11:29:26,31.2,13.2,55.8,3397,Very Bright
2025-04-29T11:29:27,31.1,13.1,55.6,3396,Very Bright
2025-04-29T11:29:28,31.1,13.4,56.1,3391,Very Bright
2025-04-29T11:29:29,31.1,13.6,56.5,3389,Very Bright
2025-04-29T11:29:30,31.1,13.4,56.1,3401,Very Bright
2025-04-29T11:29:31,31.1,13.2,55.8,3394,Very Bright
2025-04-29T11:29:32,31.1,12.9,55.2,3401,Very Bright
2025-04-29T11:29:33,31.1,13.3,55.9,3397,Very Bright
2025-04-29T11:29:34,31.1,13.1,55.5,3396,Very Bright
2025-04-29T11:29:35,31.1,13.7,56.7,3395,Very Bright
2025-04-29T11:29:36,31.1,13.4,56.1,3389,Very Bright
2025-04-29T11:29:37,31.1,13.0,55.3,3395,Very Bright
2025-04-29T11:29:38,31.1,13.3,55.9,3395,Very Bright
2025-04-29T11:29:39,31.1,13.3,55.9,3386,Very Bright
2025-04-29T11:29:40,31.1,13.6,56.5,3389,Very Bright
2025-04-29T11:29:41,31.1,12.7,54.9,3402,Very Bright
2025-04-29T11:29:42,31.1,13.0,55.3,3150,Bright
2025-04-29T11:29:43,31.2,13.1,55.6,3395,Very Bright
2025-04-29T11:29:44,31.2,13.1,55.6,1263,Light
2025-04-29T11:29:45,31.4,15.9,60.6,1203,Light
2025-04-29T11:29:46,31.4,13.8,56.8,1204,Light
2025-04-29T11:29:47,31.7,37.2,99.0,2467,Bright
2025-04-29T11:29:48,31.7,17.8,64.0,2734,Bright
2025-04-29T11:29:49,31.8,16.0,60.9,2814,Bright
2025-04-29T11:29:50,31.8,16.6,61.9,2877,Bright
2025-04-29T11:29:51,32.1,14.2,57.5,2900,Bright
2025-04-29T11:29:52,32.1,14.7,58.5,2813,Bright
2025-04-29T11:29:53,32.3,14.8,58.7,2951,Bright
2025-04-29T11:29:54,32.3,15.7,60.3,3053,Bright
2025-04-29T11:29:55,32.6,14.1,57.4,2378,Bright
2025-04-29T11:29:56,32.6,13.8,56.8,2502,Bright
2025-04-29T11:29:57,34.9,12.5,54.5,3391,Very Bright
2025-04-29T11:29:58,34.9,14.3,57.7,3399,Very Bright
2025-04-29T11:29:59,39.6,15.0,59.0,3399,Very Bright
2025-04-29T11:30:00,39.6,15.0,59.0,3396,Very Bright
2025-04-29T11:30:01,40.3,13.7,56.7,3402,Very Bright
2025-04-29T11:30:02,40.3,16.8,62.2,3399,Very Bright
2025-04-29T11:30:03,39.8,16.6,61.9,3391,Very Bright
2025-04-29T11:30:04,39.8,16.6,61.9,3397,Very Bright
2025-04-29T11:30:05,39.0,16.8,62.3,3394,Very Bright
2025-04-29T11:30:06,39.0,16.3,61.3,3392,Very Bright
2025-04-29T11:30:07,38.1,15.7,60.3,3396,Very Bright
2025-04-29T11:30:08,38.1,18.1,64.6,3183,Bright
2025-04-29T11:30:09,37.3,18.3,64.9,3391,Very Bright
2025-04-29T11:30:10,37.3,17.5,63.5,3395,Very Bright
2025-04-29T11:30:11,36.6,18.6,65.5,3396,Very Bright
2025-04-29T11:30:12,36.6,19.4,66.9,3393,Very Bright
2025-04-29T11:30:13,35.8,19.4,66.9,3392,Very Bright
2025-04-29T11:30:14,35.8,17.8,64.0,3395,Very Bright
2025-04-29T11:30:15,35.1,19.3,66.8,3390,Very Bright
2025-04-29T11:30:16,35.1,19.3,66.8,3403,Very Bright
2025-04-29T11:30:18,34.6,18.5,65.4,3391,Very Bright
2025-04-29T11:30:19,34.6,18.6,65.5,3394,Very Bright
2025-04-29T11:30:20,34.0,20.4,68.7,3393,Very Bright
2025-04-29T11:30:21,34.0,20.6,69.1,3393,Very Bright
2025-04-29T11:30:22,33.5,21.0,69.9,3387,Very Bright
2025-04-29T11:30:23,33.5,21.4,70.4,3395,Very Bright
2025-04-29T11:30:24,33.2,21.4,70.4,3388,Very Bright
2025-04-29T11:30:25,33.2,21.9,71.4,3396,Very Bright
2025-04-29T11:30:26,33.0,21.9,71.4,3383,Very Bright
2025-04-29T11:30:27,33.0,21.1,70.0,3395,Very Bright
2025-04-29T11:30:28,32.9,21.9,71.4,3393,Very Bright
2025-04-29T11:30:29,32.9,22.9,73.2,3390,Very Bright
2025-04-29T11:30:30,32.6,20.6,69.1,3396,Very Bright
2025-04-29T11:30:31,32.6,19.3,66.7,3388,Very Bright
2025-04-29T11:30:32,32.3,21.8,71.3,3391,Very Bright
2025-04-29T11:30:33,32.3,22.4,72.3,3398,Very Bright
