Timestamp,Humidity (%),Temp (C),Temp (F),Light Level (eV),Brightness
2025-04-28T15:13:56,25.5,12.8,55.1,3101,Bright
2025-04-28T15:13:57,25.5,12.9,55.2,3103,Bright
2025-04-28T15:13:59,25.8,13.0,55.3,3101,Bright
2025-04-28T15:14:00,25.8,12.9,55.2,3107,Bright
2025-04-28T15:14:02,25.8,12.5,54.5,3107,Bright
2025-04-28T15:14:03,25.8,12.4,54.3,3103,Bright
2025-04-28T15:14:04,25.8,12.8,55.1,3102,Bright
2025-04-28T15:14:05,25.8,12.7,54.9,3109,Bright
2025-04-28T15:14:06,25.8,12.6,54.6,3099,Bright
2025-04-28T15:14:07,25.8,13.1,55.5,3107,Bright
2025-04-28T15:14:08,25.8,12.8,55.1,3109,Bright
2025-04-28T15:14:09,25.8,13.0,55.3,3110,Bright
2025-04-28T15:14:10,25.8,12.8,55.1,3110,Bright
2025-04-28T15:14:11,25.8,12.8,55.1,3110,Bright
2025-04-28T15:14:12,25.8,12.7,54.9,3111,Bright
2025-04-28T15:14:13,25.8,12.6,54.6,3109,Bright
2025-04-28T15:14:14,25.8,12.7,54.9,3107,Bright
2025-04-28T15:14:15,25.8,12.6,54.6,3104,Bright
2025-04-28T15:14:16,25.8,12.8,55.1,3105,Bright
2025-04-28T15:14:17,25.8,12.7,54.9,3103,Bright
2025-04-28T15:14:18,25.8,12.2,53.9,3115,Bright
2025-04-28T15:14:19,25.8,13.0,55.3,3106,Bright
2025-04-28T15:14:20,25.8,12.9,55.2,3107,Bright
2025-04-28T15:14:21,25.8,12.6,54.8,3107,Bright
2025-04-28T15:14:22,25.8,12.8,55.1,3105,Bright
2025-04-28T15:14:23,25.8,12.6,54.6,3106,Bright
2025-04-28T15:14:24,25.8,12.8,55.1,3108,Bright
2025-04-28T15:14:25,25.8,12.7,54.9,3104,Bright
2025-04-28T15:14:26,25.8,12.7,54.9,3102,Bright
2025-04-28T15:14:27,25.8,13.0,55.3,3094,Bright
2025-04-28T15:14:28,25.8,12.9,55.2,3105,Bright
2025-04-28T15:14:29,25.8,12.9,55.2,3104,Bright
2025-04-28T15:14:30,25.8,12.8,55.1,3103,Bright
2025-04-28T15:14:32,25.8,13.0,55.3,3114,Bright
