Timestamp,Humidity (%),Temp (C),Temp (F),Light Level (eV),Brightness
2025-05-08T11:30:53,48.6,14.2,57.5,213,Dim
2025-05-08T11:30:54,48.6,14.2,57.5,215,Dim
2025-05-08T11:30:55,46.2,14.6,58.2,210,Dim
2025-05-08T11:30:56,46.2,14.3,57.8,192,Dim
2025-05-08T11:30:57,46.2,14.2,57.5,144,Dim
2025-05-08T11:30:58,46.2,14.2,57.5,189,Dim
2025-05-08T11:30:59,46.1,14.2,57.5,213,Dim
2025-05-08T11:31:00,46.1,14.2,57.5,240,Dim
2025-05-08T11:31:02,46.1,14.2,57.5,245,Dim
2025-05-08T11:31:03,46.1,14.3,57.8,262,Dim
2025-05-08T11:31:04,46.1,14.2,57.5,245,Dim
2025-05-08T11:31:05,46.1,14.0,57.2,239,Dim
2025-05-08T11:31:06,46.3,14.2,57.5,227,Dim
2025-05-08T11:31:07,46.3,14.3,57.8,237,Dim
2025-05-08T11:31:08,46.4,14.2,57.5,234,Dim
2025-05-08T11:31:09,46.4,14.5,58.1,238,Dim
2025-05-08T11:31:10,46.5,14.1,57.4,231,Dim
2025-05-08T11:31:11,46.5,14.2,57.5,234,Dim
2025-05-08T11:31:12,46.6,14.1,57.4,229,Dim
2025-05-08T11:31:13,46.6,14.0,57.2,235,Dim
2025-05-08T11:31:14,46.5,14.2,57.5,231,Dim
2025-05-08T11:31:15,46.5,14.2,57.5,238,Dim
2025-05-08T11:31:16,46.6,13.8,56.8,234,Dim
2025-05-08T11:31:17,46.6,14.2,57.5,238,Dim
2025-05-08T11:31:18,46.7,14.2,57.5,235,Dim
2025-05-08T11:31:19,46.7,14.4,58.0,236,Dim
2025-05-08T11:31:20,46.8,14.1,57.4,233,Dim
2025-05-08T11:31:21,46.8,14.2,57.5,238,Dim
2025-05-08T11:31:23,46.9,14.0,57.2,229,Dim
2025-05-08T11:31:24,46.9,14.2,57.5,238,Dim
2025-05-08T11:31:25,47.2,14.2,57.5,236,Dim
2025-05-08T11:31:26,47.2,13.9,57.1,247,Dim
2025-05-08T11:31:27,47.2,14.2,57.5,252,Dim
2025-05-08T11:31:28,47.2,14.2,57.5,253,Dim
2025-05-08T11:31:29,47.3,14.2,57.5,263,Dim
2025-05-08T11:31:30,47.3,14.2,57.5,254,Dim
2025-05-08T11:31:31,47.7,14.2,57.5,257,Dim
2025-05-08T11:31:32,47.7,14.3,57.8,249,Dim
